Street,City,Area_detail,Rooms,Bathrooms,Parking_spaces,Price,Is_mensal,Neighborhood
,São Paulo,193,2,1,2,500000,False,Vila Regente Feijó
Rua Traipu,São Paulo,280,4,5,2,2000000,False,Pacaembu
,São Paulo,140,3,4,2,1000000,False,Vila Gumercindo
Rua Janaúba,São Paulo,408,4,7,4,10000,True,Jardim Panorama D'Oeste
Rua Doutor José de Queirós Aranha,São Paulo,260,3,3,5,1900000,False,Vila Mariana
Avenida São Lucas,São Paulo,115,2,2,2,419900,False,Parque São Lucas
,São Paulo,150,3,2,2,585000,False,Vila Darli
Rua Portugal,São Paulo,319,3,3,1,5900000,False,Jardim Europa
Rua Silveira Sampaio,São Paulo,550,4,1,8,3300000,False,Fazenda Morumbi
Rua Sampaio Vidal,São Paulo,200,3,4,1,2450000,False,Jardim Paulistano
Rua Panônia,São Paulo,140,3,2,2,730000,False,Jardim Colombo
,São Paulo,400,3,4,5,4200000,False,Vila Ida
Rua Groenlândia,São Paulo,814,4,8,4,25000000,False,Jardim América
,São Paulo,254,3,3,3,22000,True,Jardim Paulistano
Rua Gastão da Cunha,São Paulo,177,3,3,2,669000,False,Vila Paulista
Rua João Millam,São Paulo,130,3,3,2,540000,False,Jardim Ester
Rua Enjolras Vampre,São Paulo,360,4,4,10,2120000,False,Jardim da Saúde
Rua Alfa,São Paulo,270,3,4,4,810000,False,Sacomã
,São Paulo,500,4,4,4,3500000,False,Vila Madalena
,São Paulo,117,3,1,2,370000,False,Jardim Nice
Rua Montanaro Canavese,São Paulo,300,3,2,1,400000,False,Jardim Fernandes
,São Paulo,190,2,1,2,650000,False,Vila Constancia
Rua Francisco da Cunha,São Paulo,204,2,1,1,215118,False,Jardim Itapemirim
Rua Belchior Paulo,São Paulo,150,3,2,1,600000,False,Imirim
,São Paulo,350,3,5,4,3900000,False,Vila Romana
,São Paulo,400,5,6,4,1300000,False,Bosque da Saúde
Rua Cabedelo,São Paulo,300,4,2,4,2000000,False,Vila Inah
,São Paulo,254,3,5,3,1200000,False,Indianópolis
Avenida Doutor Alberto Penteado,São Paulo,678,4,5,5,5000000,False,Jardim Sílvia
,São Paulo,147,3,2,2,700000,False,Vila Mira
,São Paulo,140,3,1,2,570000,False,Jardim Maria Estela
Avenida Professor Ciro de Barros Resende,São Paulo,208,3,5,5,2000000,False,Planalto Paulista
Rua Coronel Rafael de Castro Bueno,São Paulo,108,2,2,2,680000,False,Vila Leopoldina
,São Paulo,640,4,6,5,5800000,False,Jardim Paulista
Rua José Pires Pimentel,São Paulo,180,3,3,4,700000,False,Jardim Ernestina
Rua Galeno de Almeida,São Paulo,110,3,2,2,1399000,False,Pinheiros
Rua Jonas Ranter,São Paulo,65,2,1,2,300000,False,Conjunto Habitacional Barreira Grande
,São Paulo,166,3,2,2,1350000,False,Vila Cláudia
Rua Orestes Colombari,São Paulo,85,2,2,3,380000,False,Jardim Cláudia
Avenida Manoel dos Reis Araújo,São Paulo,457,4,6,4,2500000,False,Jardim Marajoara
,São Paulo,140,2,2,2,678000,False,Bosque da Saúde
Rua Alvorada do Sul,8888,678,4,8,8,6895000,False,
Rua Professora Haidêe Silva Martins,São Paulo,280,3,5,6,1750000,False,Jardim Campo Grande
,São Paulo,124,2,1,2,649990,False,Vila Nair
Travessa Joan Miró,São Paulo,390,4,6,5,1600000,False,Planalto Paulista
,São Paulo,650,4,6,8,48000,True,Jardim Paulista
,São Paulo,135,4,3,5,1050000,False,Jardim Dom Bosco
Rua Araporã,São Paulo,61,2,2,1,399000,False,Vila Polopoli
Rua José Piragibe,São Paulo,91,2,2,1,720000,False,Vila Indiana
Avenida Iraí,São Paulo,420,4,1,4,1990000,False,Indianópolis
Rua Enjolras Vampre,São Paulo,260,4,6,3,1800000,False,Jardim da Saúde
,São Paulo,63,2,3,2,380000,False,Jardim Pirituba
Rua Coelho de Carvalho,São Paulo,150,4,3,1,3900,True,Alto da Lapa
,São Paulo,100,2,2,2,430000,False,Vila Marari
,São Paulo,250,3,4,3,999000,False,Jardim Jussara
,São Paulo,240,3,6,2,1300000,False,Jaguaré
Rua Vasconcelos Drumond,São Paulo,250,3,1,4,12000,True,Vila Monumento
Travessa José Sancho,São Paulo,356,4,5,5,1700000,False,Santa Teresinha
Rua Xavier Curado,São Paulo,400,6,2,5,1800000,False,Ipiranga
Rua Babitonga,São Paulo,185,3,3,3,960000,False,Brooklin Paulista
Avenida Piassanguaba,São Paulo,400,4,4,6,5000,True,Planalto Paulista
,São Paulo,210,2,4,3,480000,False,Penha de França
Rua José Correia Lima,São Paulo,70,3,1,1,440000,False,Jardim Felicidade
Rua Lourenço Cândido de Siqueira,São Paulo,120,2,2,3,315000,False,Jardim Arize
,São Paulo,150,3,1,1,490000,False,Parque Maria Domitila
Avenida Euclides,São Paulo,141,3,2,2,620000,False,Vila Fachini
,São Paulo,234,5,3,2,690000,False,Tatuapé
,São Paulo,353,4,5,4,1770000,False,Jardim da Glória
Rua Ática,São Paulo,223,3,5,2,799000,False,Jardim Brasil
Avenida Visconde do Rio Grande,São Paulo,62,1,1,1,213850,False,Jardim São José
Rua Ibirá,São Paulo,165,3,2,3,950000,False,Vila Bertioga
Rua Búzios,São Paulo,54,2,3,1,375000,False,Jardim Franca
Rua Bento Dias Botelho,São Paulo,110,2,1,1,370000,False,Vila Joaniza
Rua Texas,São Paulo,120,3,1,3,999000,False,Brooklin Paulista
,São Paulo,96,3,1,3,620000,False,Parque Imperial
Rua Angelina Santisi,São Paulo,300,3,4,4,11000,True,Vila Mariana
Rua Guapiaçu,São Paulo,440,3,6,3,3200000,False,Vila Clementino
,São Paulo,180,3,4,4,1250000,False,Vila Anhangüera
Rua José da Veiga Vale,São Paulo,90,2,1,1,398000,False,Parque São Domingos
Rua Doutor Milton de Souza Meirelles,São Paulo,250,3,3,2,800000,False,Parque Continental
Rua Jacques Blanche,São Paulo,110,3,2,2,480000,False,Vila Buenos Aires
Rua Gastão da Cunha,São Paulo,410,3,1,1,699300,False,Vila Paulista
Rua Raimon de Miraval,São Paulo,101,2,2,1,550000,False,Jardim Vaz de Lima
Rua Pires de Oliveira,São Paulo,375,4,4,3,3600000,False,Chácara Santo Antônio
Rua Doutor Fausto de Almeida Prado Penteado,São Paulo,1423,4,5,10,4550000,False,Jardim Sílvia
Rua Escobar Ortiz,São Paulo,200,3,4,4,5850000,False,Vila Nova Conceição
,São Paulo,283,4,2,2,430000,False,Parque Santo Antônio
,São Paulo,125,3,1,5,800000,False,Jardim Cidalia
,São Paulo,192,3,1,5,1200000,False,Chácara Inglesa
Rua Canavieiras,São Paulo,220,4,2,2,720000,False,Mooca
Rua Cocais,São Paulo,120,2,1,3,470000,False,Jardim Oriental
,São Paulo,217,4,4,4,1800000,False,Vila Romana
,São Paulo,360,3,2,3,905000,False,Vila Monumento
,São Paulo,345,4,5,4,2700000,False,Cidade Jardim
Rua São Benedito,São Paulo,366,4,6,4,1900000,False,Santo Amaro
Rua João Nicolau Chamma,São Paulo,360,3,4,6,980000,False,Jardim Virginia Bianca
Rua Capitão Rangel,São Paulo,120,2,1,1,750000,False,Vila São Geraldo
Rua Quintana,São Paulo,365,4,5,3,2200000,False,Cidade Monções
,São Paulo,160,3,2,2,1180000,False,Chácara Inglesa
Rua Doutor Antônio Roberto Neto,São Paulo,125,3,2,2,520000,False,Jardim Esmeralda
Rua Cavintu,São Paulo,140,3,2,5,470000,False,Vila Neila
,São Paulo,400,4,5,5,2450000,False,Morumbi
,São Paulo,461,4,5,7,2650000,False,Alto de Pinheiros
Rua José Galdino da Silva,São Paulo,237,3,5,8,1200000,False,Interlagos
Rua Mennucci,São Paulo,130,2,2,1,550000,False,Jabaquara
,São Paulo,270,3,4,3,2100000,False,Jardim Cordeiro
,São Paulo,350,5,7,2,3200000,False,Sumaré
Avenida Amarilis,São Paulo,840,4,5,8,5900000,False,Cidade Jardim
Rua Wanderley,São Paulo,130,2,2,1,800000,False,Pacaembu
Rua Portugal,São Paulo,319,3,4,2,5000000,False,Jardim Europa
,São Paulo,382,4,1,4,2400000,False,Granja Julieta
,São Paulo,82,2,2,2,467000,False,Vila Gomes
,São Paulo,400,3,4,4,2197000,False,Caxingui
Rua Paulo da Costa Leite,São Paulo,260,4,2,4,2800000,False,Jardim Riviera
Rua Rafael Carrozzo,São Paulo,181,3,5,4,890000,False,Paraíso do Morumbi
Rua Doutor Wladimir do Amaral,São Paulo,240,3,5,6,1100000,False,Jardim Peri Peri
Rua Dona Balduína,São Paulo,450,4,4,5,3750000,False,Sumaré
Avenida Água Funda,São Paulo,250,6,5,2,784000,False,Vila Guarani
Rua Turquia,São Paulo,500,4,8,4,12000000,False,Jardim Europa
,São Paulo,277,3,3,2,2400000,False,Vila Madalena
,São Paulo,160,3,1,2,690000,False,Vila Dom Pedro I
Rua Jorge Tibiriçá,São Paulo,240,3,2,2,6000,True,Vila Mariana
,São Paulo,580,4,5,4,3200000,False,Vila Madalena
Rua João Dias Cerqueira,São Paulo,175,3,4,3,635000,False,Bortolândia
Rua Georgina de Albuquerque,São Paulo,197,4,4,3,849000,False,Parque Jabaquara
Rua Berlinghieri,São Paulo,176,4,4,3,520000,False,Jardim Dracena
Rua das Camélias,São Paulo,143,3,4,3,900000,False,Mirandópolis
,São Paulo,289,4,3,6,1600000,False,Chácara Monte Alegre
Rua Colombo Florence,São Paulo,286,4,4,5,850000,False,Parque Fongaro
,São Paulo,135,2,1,1,669000,False,Bosque da Saúde
Rua Filipe de Lorenzo,São Paulo,160,3,2,3,580000,False,Vila Isolina Mazzei
Rua General Sena Vasconcelos,São Paulo,352,4,4,3,3600000,False,Jardim Guedala
Rua Terra Branca,São Paulo,90,2,1,1,300004,False,Vila Paranaguá
,São Paulo,210,3,1,4,870000,False,Saúde
Rua dos Viajantes,São Paulo,186,4,2,1,690000,False,Vila Monumento
,São Paulo,128,3,2,1,950000,False,Vila Cruzeiro
,São Paulo,380,5,7,4,1300000,False,Fazenda Morumbi
,São Paulo,248,3,5,3,3900000,False,Alto de Pinheiros
,São Paulo,200,3,3,2,340000,False,Vila Ayrosa
,São Paulo,291,4,2,3,3250000,False,Jardim das Bandeiras
Rua Moacir Miguel da Silva,São Paulo,300,3,3,7,960000,False,Jardim Bonfiglioli
,São Paulo,580,5,6,6,28000,True,Alto de Pinheiros
Rua Joaquim Figueira,São Paulo,114,3,1,1,950000,False,Vila Formosa
,São Paulo,480,5,8,6,2900000,False,Brooklin Paulista
Rua Calíope,São Paulo,572,4,3,7,2553191,False,Jardim Guedala
,São Paulo,140,3,2,3,3200000,False,Saúde
,São Paulo,100,2,2,1,700000,False,Vila Dom Pedro I
Rua Pascoal Gomes de Lima,São Paulo,100,3,2,6,531000,False,Tremembé
Rua Brigadeiro Gama Barcelos,São Paulo,200,3,3,4,789500,False,Parque Jabaquara
,São Paulo,165,3,2,2,498000,False,Parque Savoy City
Rua Maestro Chiaffarelli,São Paulo,226,3,3,2,3200000,False,Jardim Paulista
,São Paulo,168,2,1,3,630000,False,Vila Moraes
Rua São Gall,São Paulo,351,5,7,5,1699999,False,Vila Ipojuca
Rua Gregório Paes de Almeida,São Paulo,400,3,3,5,15000,True,Vila Madalena
,São Paulo,124,2,2,2,995000,False,Indianópolis
,São Paulo,400,4,6,5,1700000,False,Jardim Guedala
Rua Engenheiro Artur de Miranda,São Paulo,180,3,2,3,900000,False,Butantã
Rua Laplace,São Paulo,200,4,4,4,2400000,False,Brooklin Paulista
Rua Parque da Fonte,São Paulo,600,3,2,4,3400000,False,Barro Branco
Rua Pedro Nascimento Ferrador,São Paulo,125,3,3,2,760000,False,Vila Prudente
Rua Doutor Ernani da Gama Corrêa,São Paulo,90,2,1,2,580000,False,Conjunto Residencial Butantã
Rua Araripina,São Paulo,448,3,5,4,5500000,False,Jardim Guedala
Rua Nova Pátria,São Paulo,205,4,4,3,1490000,False,Bosque da Saúde
Rua Rodrigues Guião,São Paulo,130,3,3,1,2000000,False,Pinheiros
Rua Limonita,São Paulo,235,4,3,2,1100000,False,Quarta Parada
,São Paulo,90,2,3,2,430000,False,Jardim Ester Yolanda
Rua Japeacaba,São Paulo,238,3,3,3,1300000,False,Vila Albertina
Rua Pantojo,São Paulo,349,3,1,2,1277250,False,Vila Regente Feijó
,São Paulo,380,4,5,3,2500000,False,Jardim Novo Mundo
,São Paulo,120,3,2,2,525000,False,Vila Santos
Rua Professor Eduardo Monteiro,8888,550,3,5,6,4000000,False,
Rua João Bertacchi,São Paulo,241,2,1,2,361200,False,Jardim Cristal
Avenida Doutor Cardoso de Melo,São Paulo,300,4,1,8,950000,False,Vila Olímpia
Rua Demóstenes,São Paulo,286,3,5,4,1950000,False,Campo Belo
,São Paulo,288,3,3,6,1200000,False,Bosque da Saúde
Rua Luiz da Silva Leite,São Paulo,265,3,3,2,550000,False,Vila Olinda
Rua Antônio Macuco Alves,São Paulo,91,2,2,2,430000,False,Jardim Sarah
,São Paulo,389,4,4,4,5000000,False,Alto de Pinheiros
,São Paulo,330,4,4,4,1800000,False,Brooklin Paulista
Rua Félix de Sousa,São Paulo,220,3,3,9,1900000,False,Vila Congonhas
,São Paulo,1300,5,8,9,42000,True,Chácara Flora
Rua Manguatá,São Paulo,196,4,5,4,1600000,False,Cidade Monções
Rua Iraci,São Paulo,240,3,5,3,2600000,False,Jardim Paulistano
Rua Camilo Lopes de Souza,São Paulo,160,3,2,3,480000,False,Vila Emir
Rua Camundo,São Paulo,250,4,4,6,890000,False,Planalto Paulista
,São Paulo,250,4,4,4,2200000,False,Brooklin Paulista
Rua Duque de Caxias,São Paulo,550,4,5,5,3500000,False,Santo Amaro
Rua Doutor José Cássio Soares,São Paulo,160,3,3,2,636000,False,Parque São Lucas
Rua Lutfalla Salim Achoa,São Paulo,217,3,3,1,5500,True,Vila Mariana
Rua Barão da Foz,São Paulo,270,1,1,2,370000,False,Jardim Santa Fé
Rua Sampaio Vidal,São Paulo,180,3,3,1,2350000,False,Jardim Paulistano
,São Paulo,125,3,2,2,948000,False,Vila Elvira
Rua Vinte e Nove de Outubro,São Paulo,102,3,2,2,460000,False,Vila Matilde
,São Paulo,125,3,1,4,720000,False,Vila Romano
Rua José Martins Borges,São Paulo,100,2,1,4,750000,False,Jardim Leonor Mendes de Barros
Rua Sebastião Rodrigues,São Paulo,145,3,2,2,2150000,False,Alto de Pinheiros
Rua Maestro Elias Lobo,São Paulo,1060,5,5,5,30000000,False,Jardim Paulista
Rua Industrial,São Paulo,435,4,3,5,1300000,False,Vila Bela
Rua José do Patrocínio Waetge,São Paulo,200,3,2,3,490000,False,Vila Dalva
,São Paulo,150,3,3,2,580000,False,Vila Tiradentes
Rua do Ceuta,São Paulo,597,3,5,4,4900000,False,Jardim Luzitânia
,São Paulo,240,3,2,1,950000,False,Planalto Paulista
,São Paulo,144,2,1,2,540000,False,Vila Santa Catarina
Rua Doutor Wilton Paes de Almeida,São Paulo,640,4,6,3,2700000,False,Cidade Jardim
Avenida General Leite de Castro,São Paulo,172,3,3,4,560000,False,Jardim Santa Cruz
Rua Boytac,São Paulo,550,5,5,6,4000000,False,Cidade Jardim
,São Paulo,450,4,6,6,3000000,False,Mooca
,São Paulo,153,3,2,3,860000,False,Vila Sonia
Praça Natividade Simoes de Franca,São Paulo,230,4,4,3,1100000,False,Interlagos
Rua Junqueira,São Paulo,1650,3,5,6,15000000,False,Chácara Flora
,São Paulo,109,2,2,2,1000000,False,Vila Gertrudes
Rua Francisco Lopes Pinto,São Paulo,100,2,1,6,470000,False,Cidade Ademar
Rua Manuel Pitta,São Paulo,264,4,4,10,750000,False,Vila Pita
,São Paulo,283,4,2,2,430000,False,Parque Santo Antônio
,São Paulo,125,3,1,5,800000,False,Jardim Cidalia
,São Paulo,192,3,1,5,1200000,False,Chácara Inglesa
Rua Canavieiras,São Paulo,220,4,2,2,720000,False,Mooca
Rua Cocais,São Paulo,120,2,1,3,470000,False,Jardim Oriental
,São Paulo,217,4,4,4,1800000,False,Vila Romana
,São Paulo,360,3,2,3,905000,False,Vila Monumento
,São Paulo,345,4,5,4,2700000,False,Cidade Jardim
,São Paulo,140,2,1,2,540000,False,Vila Vera
Rua São Benedito,São Paulo,366,4,6,4,1900000,False,Santo Amaro
Rua João Nicolau Chamma,São Paulo,360,3,4,6,980000,False,Jardim Virginia Bianca
Rua Capitão Rangel,São Paulo,120,2,1,1,750000,False,Vila São Geraldo
Rua Quintana,São Paulo,365,4,5,3,2200000,False,Cidade Monções
,São Paulo,160,3,2,2,1180000,False,Chácara Inglesa
Rua Doutor Antônio Roberto Neto,São Paulo,125,3,2,2,520000,False,Jardim Esmeralda
Rua Cavintu,São Paulo,140,3,2,5,470000,False,Vila Neila
,São Paulo,400,4,5,5,2450000,False,Morumbi
,São Paulo,300,3,4,4,2400000,False,Vila Congonhas
,São Paulo,180,3,2,3,900000,False,Vila Sonia
,São Paulo,420,3,6,2,2495000,False,Planalto Paulista
Rua Arlindo Pasqualini,São Paulo,340,3,4,3,1200000,False,Jardim Leonor Mendes de Barros
Avenida das Magnólias,São Paulo,260,3,5,4,2700000,False,Cidade Jardim
Rua Monte Caseros,São Paulo,180,3,3,3,750000,False,Vila Gomes
Rua Marcílio de Sá,São Paulo,150,3,4,3,850000,False,Jardim das Vertentes
Rua Careaçu,São Paulo,350,4,3,4,1300000,False,Jardim Franca
Rua Carlos Cyrillo Júnior,São Paulo,600,5,8,3,6500000,False,Jardim Leonor
Rua Rafael Clark,São Paulo,196,3,3,4,850000,False,Jardim Jussara
Rua Augusto Farina,São Paulo,175,4,5,4,850000,False,Jardim Bonfiglioli
,São Paulo,75,2,1,1,669000,False,Bosque da Saúde
,São Paulo,129,3,1,1,850000,False,Ipiranga
Rua José Yazigi,São Paulo,584,4,3,4,1690000,False,Jardim Leonor
Avenida Piassanguaba,São Paulo,222,3,4,2,1200000,False,Planalto Paulista
Rua Santo Eufredo,8888,846,4,8,8,30000,True,
Rua João Florêncio,São Paulo,300,3,2,4,2800000,False,Pacaembu
Rua Marie Satzke,São Paulo,560,4,4,8,2250000,False,Vila Campo Grande
Rua José Carlos de Toledo Piza,São Paulo,100,2,1,2,400000,False,Jardim Parque Morumbi
Rua Ordenações Manuelinas,São Paulo,135,3,3,2,645000,False,Vila Morse
Rua Ordenações Manuelinas,São Paulo,149,3,3,2,695000,False,Vila Morse
,São Paulo,210,3,2,2,940000,False,Vila Nair
Rua João Lopes de Amorim,São Paulo,230,3,5,3,520000,False,Vila Nova Cachoeirinha
Rua Ordenações Manuelinas,São Paulo,112,2,2,2,595000,False,Vila Morse
,São Paulo,470,4,4,6,2500000,False,City América
Rua Conseguina,São Paulo,742,4,5,6,3200000,False,Jardim Guedala
Rua Boturoca,São Paulo,390,4,4,8,2995000,False,Vila Indiana
Rua Rosa Mística,São Paulo,125,3,4,2,530000,False,Vila Campestre
,São Paulo,295,3,3,5,1700000,False,Jardim Campo Grande
,São Paulo,420,4,5,3,1978000,False,Chácara Monte Alegre
,São Paulo,560,3,2,1,1200000,False,Alto da Lapa
Rua També,São Paulo,544,4,9,10,8000000,False,Jardim Guedala
Rua São José do Barreiro,São Paulo,800,6,7,10,15000,True,Água Rasa
Rua Guararapes,São Paulo,237,3,3,6,1300000,False,Lapa
Rua José Tôrres Lima,São Paulo,90,2,2,4,430000,False,Parque Savoy City
,São Paulo,347,3,2,10,899900,False,Parque Edu Chaves
Rua Joaquim Figueira,São Paulo,114,3,1,1,950000,False,Vila Formosa
,São Paulo,480,5,8,6,2900000,False,Brooklin Paulista
Rua Calíope,São Paulo,572,4,3,7,2553191,False,Jardim Guedala
,São Paulo,140,3,2,3,3200000,False,Saúde
,São Paulo,100,2,2,1,700000,False,Vila Dom Pedro I
Rua Pascoal Gomes de Lima,São Paulo,100,3,2,6,531000,False,Tremembé
Rua Brigadeiro Gama Barcelos,São Paulo,200,3,3,4,789500,False,Parque Jabaquara
,São Paulo,165,3,2,2,498000,False,Parque Savoy City
Rua Maestro Chiaffarelli,São Paulo,226,3,3,2,3200000,False,Jardim Paulista
,São Paulo,168,2,1,3,630000,False,Vila Moraes
Rua São Gall,São Paulo,351,5,7,5,1699999,False,Vila Ipojuca
Rua Gregório Paes de Almeida,São Paulo,400,3,3,5,15000,True,Vila Madalena
,São Paulo,124,2,2,2,995000,False,Indianópolis
,São Paulo,400,4,6,5,1700000,False,Jardim Guedala
Rua Engenheiro Artur de Miranda,São Paulo,180,3,2,3,900000,False,Butantã
Rua Laplace,São Paulo,200,4,4,4,2400000,False,Brooklin Paulista
Rua Parque da Fonte,São Paulo,600,3,2,4,3400000,False,Barro Branco
Rua Pedro Nascimento Ferrador,São Paulo,125,3,3,2,760000,False,Vila Prudente
Rua Doutor Ernani da Gama Corrêa,São Paulo,90,2,1,2,580000,False,Conjunto Residencial Butantã
Rua Araripina,São Paulo,448,3,5,4,5500000,False,Jardim Guedala
Rua Nova Pátria,São Paulo,205,4,4,3,1490000,False,Bosque da Saúde
Rua Rodrigues Guião,São Paulo,130,3,3,1,2000000,False,Pinheiros
Rua Limonita,São Paulo,235,4,3,2,1100000,False,Quarta Parada
,São Paulo,90,2,3,2,430000,False,Jardim Ester Yolanda
Rua Japeacaba,São Paulo,238,3,3,3,1300000,False,Vila Albertina
Rua Pantojo,São Paulo,349,3,1,2,1277250,False,Vila Regente Feijó
,São Paulo,380,4,5,3,2500000,False,Jardim Novo Mundo
,São Paulo,120,3,2,2,525000,False,Vila Santos
Rua Professor Eduardo Monteiro,8888,550,3,5,6,4000000,False,
Rua João Bertacchi,São Paulo,241,2,1,2,361200,False,Jardim Cristal
Avenida Doutor Cardoso de Melo,São Paulo,300,4,1,8,950000,False,Vila Olímpia
Rua Demóstenes,São Paulo,286,3,5,4,1950000,False,Campo Belo
,São Paulo,288,3,3,6,1200000,False,Bosque da Saúde
Rua Luiz da Silva Leite,São Paulo,265,3,3,2,550000,False,Vila Olinda
Rua Antônio Macuco Alves,São Paulo,91,2,2,2,430000,False,Jardim Sarah
,São Paulo,389,4,4,4,5000000,False,Alto de Pinheiros
Rua César Guimarães,São Paulo,310,3,2,5,1600000,False,Jardim da Glória
,São Paulo,80,2,2,1,230000,False,Parque São Rafael
Rua dos Alcatrazes,São Paulo,1300,5,6,9,10000000,False,Chácara Flora
,São Paulo,256,3,5,3,8500,True,Indianópolis
Rua Dom Macário,São Paulo,233,3,4,6,1800000,False,Saúde
Rua Madalena,São Paulo,180,1,3,1,3000000,False,Vila Madalena
Rua Maria de Lourdes Vital da Silva,São Paulo,181,3,5,4,1490000,False,Chácara Japonesa
Rua Baltazar Pinto,São Paulo,130,3,2,2,405000,False,Vila Matilde
Rua Antônio de Oliveira Gago,São Paulo,170,3,4,3,1200000,False,Jardim Ernestina
,São Paulo,200,3,3,1,1850000,False,Jardim Paulistano
Rua Coronel Irlandino Sandoval,São Paulo,390,4,2,5,5050000,False,Jardim Paulistano
Rua Ministro Sinésio Rocha,São Paulo,384,3,6,2,1800000,False,Jardim Vera Cruz
Rua Doutor Eríco Álvares de Azevedo Gonzaga,São Paulo,325,4,3,5,475000,False,Jardim Cambara
,São Paulo,125,3,1,2,220000,False,Conjunto Habitacional Castro Alves
Rua Guaonés,São Paulo,960,4,8,10,4750000,False,Jardim Guedala
Rua Guaniqué,São Paulo,90,3,3,2,459000,False,Vila Natália
Rua Brasileiro de Campos,São Paulo,140,3,2,2,450000,False,Vila Nhocune
Rua Todos os Santos,São Paulo,750,4,5,11,5500000,False,Jardim Everest
Rua Franklin Lewis Gemmel,São Paulo,145,2,3,3,850000,False,Parque Residencial Julia
,São Paulo,298,3,5,2,2450000,False,Jardim Paulistano
Rua Ministro Godói,São Paulo,200,3,1,2,6000,True,Perdizes
Rua Manoel das Neves,São Paulo,277,6,6,5,425000,False,Jaraguá
Rua Abegoaria,São Paulo,620,4,5,8,5800000,False,Jardim das Bandeiras
Rua Gomes,São Paulo,720,3,5,3,1750000,False,Vila Ivone
,São Paulo,195,3,3,3,680000,False,Planalto Paulista
Rua Artemis,São Paulo,167,4,4,2,550000,False,Vila Babilônia
Rua Planeta,São Paulo,120,2,2,2,490000,False,Chácara Belenzinho
Rua Ângelo de Cândia,São Paulo,175,3,3,2,500000,False,Cidade São Mateus
,São Paulo,570,4,6,4,11000000,False,Jardim Paulista
